startDate,endDate,duration,workoutActivityType,calories
2020-09-26 08:40:57 -0800,2020-09-26 08:49:54 -0800,8.944849083820978,HKWorkoutActivityTypeCycling,34.5093
2020-09-26 09:02:07 -0800,2020-09-26 09:55:05 -0800,52.9735201160113,HKWorkoutActivityTypeSwimming,426.616
2020-09-26 09:56:11 -0800,2020-09-26 10:04:42 -0800,8.52090248465538,HKWorkoutActivityTypeCycling,43.3217
2020-09-27 06:21:08 -0800,2020-09-27 06:54:55 -0800,33.78475514849027,HKWorkoutActivityTypeYoga,90.949
2020-09-27 07:00:37 -0800,2020-09-27 07:21:16 -0800,20.6530769666036,HKWorkoutActivityTypeHighIntensityIntervalTraining,62.7282
2020-09-27 19:46:12 -0800,2020-09-27 20:02:27 -0800,16.23880605101585,HKWorkoutActivityTypeFlexibility,60.4042
2020-09-28 06:08:43 -0800,2020-09-28 06:46:39 -0800,37.93096554875374,HKWorkoutActivityTypeMixedCardio,178.144
2020-09-28 06:49:07 -0800,2020-09-28 07:13:39 -0800,24.53118433356285,HKWorkoutActivityTypeFitnessGaming,113.352
2020-09-29 06:18:15 -0800,2020-09-29 06:49:08 -0800,30.87660119930903,HKWorkoutActivityTypeMixedCardio,166.349
2020-09-29 06:49:30 -0800,2020-09-29 06:56:41 -0800,7.183009084065755,HKWorkoutActivityTypeCooldown,23.0292
2020-09-30 06:08:53 -0800,2020-09-30 06:30:12 -0800,21.31934044957161,HKWorkoutActivityTypeMixedCardio,91.874
2020-09-30 06:34:19 -0800,2020-09-30 06:38:46 -0800,4.448830133676529,HKWorkoutActivityTypeCooldown,15.6362
2020-09-30 07:49:27 -0800,2020-09-30 07:59:45 -0800,10.30298438270887,HKWorkoutActivityTypeCycling,36.7096
2020-09-30 08:03:31 -0800,2020-09-30 08:51:56 -0800,48.41772878368695,HKWorkoutActivityTypeSwimming,401.043
2020-09-30 08:56:32 -0800,2020-09-30 09:04:37 -0800,8.081969066460926,HKWorkoutActivityTypeCycling,43.3659
2020-09-30 20:53:22 -0800,2020-09-30 21:31:54 -0800,38.53210073312123,HKWorkoutActivityTypeFitnessGaming,174.451
2020-09-30 21:33:50 -0800,2020-09-30 21:50:35 -0800,16.76002348264058,HKWorkoutActivityTypeCooldown,39.4143
2020-09-30 22:27:38 -0800,2020-09-30 22:29:58 -0800,2.286780567963918,HKWorkoutActivityTypeCooldown,4.58335
2020-10-01 06:15:53 -0800,2020-10-01 06:58:59 -0800,43.10262778401375,HKWorkoutActivityTypeYoga,162.373
2020-10-01 07:04:17 -0800,2020-10-01 07:11:13 -0800,6.923417534430822,HKWorkoutActivityTypeMixedCardio,55.9461
2020-10-01 19:18:32 -0800,2020-10-01 19:49:45 -0800,31.21974921623866,HKWorkoutActivityTypeCooldown,51.1816
2020-10-01 19:56:00 -0800,2020-10-01 20:12:30 -0800,16.51104628443718,HKWorkoutActivityTypeFitnessGaming,82.4082
2020-10-02 06:27:03 -0800,2020-10-02 07:04:14 -0800,37.17289053201675,HKWorkoutActivityTypeCooldown,75.632
2020-10-03 11:49:29 -0800,2020-10-03 12:05:11 -0800,15.69701841672262,HKWorkoutActivityTypeCooldown,49.6782
2020-10-03 19:28:11 -0800,2020-10-03 20:03:45 -0800,35.56381826798121,HKWorkoutActivityTypeYoga,80.6711
2020-10-04 07:04:24 -0800,2020-10-04 07:46:13 -0800,41.81649023294449,HKWorkoutActivityTypeYoga,103.626
2020-10-05 06:11:19 -0800,2020-10-05 06:45:36 -0800,34.28369948466619,HKWorkoutActivityTypeMixedCardio,243.618
2020-10-05 06:45:46 -0800,2020-10-05 06:50:55 -0800,5.153017681837082,HKWorkoutActivityTypeCooldown,26.652
2020-10-05 19:30:46 -0800,2020-10-05 20:17:05 -0800,46.32338486711184,HKWorkoutActivityTypeYoga,166.074
2020-10-06 06:16:59 -0800,2020-10-06 06:48:07 -0800,31.13254465063413,HKWorkoutActivityTypeMixedCardio,182.585
2020-10-06 06:48:17 -0800,2020-10-06 06:55:09 -0800,6.840630499521891,HKWorkoutActivityTypeCooldown,25.063
2020-10-06 08:53:29 -0800,2020-10-06 09:03:06 -0800,9.61177304983139,HKWorkoutActivityTypeCycling,43.846
2020-10-06 09:06:41 -0800,2020-10-06 09:50:57 -0800,44.25586138367653,HKWorkoutActivityTypeSwimming,373.649
2020-10-06 09:55:03 -0800,2020-10-06 10:04:01 -0800,8.969373049338659,HKWorkoutActivityTypeCycling,49.2451
2020-10-06 19:36:43 -0800,2020-10-06 20:11:53 -0800,35.15889598329862,HKWorkoutActivityTypeFitnessGaming,164.68
2020-10-06 20:13:54 -0800,2020-10-06 20:29:51 -0800,15.95571071704229,HKWorkoutActivityTypeCooldown,41.7703
2020-10-07 06:09:44 -0800,2020-10-07 07:01:01 -0800,51.28250751694043,HKWorkoutActivityTypeYoga,126.95
2020-10-07 18:47:22 -0800,2020-10-07 19:17:08 -0800,29.76825200120608,HKWorkoutActivityTypeFitnessGaming,132.153
2020-10-07 19:18:56 -0800,2020-10-07 19:34:43 -0800,15.79142650167147,HKWorkoutActivityTypeCooldown,40.2395
2020-10-08 06:56:06 -0800,2020-10-08 07:32:22 -0800,36.27109908262889,HKWorkoutActivityTypeYoga,118.979
2020-10-08 08:46:23 -0800,2020-10-08 08:55:16 -0800,8.870576483011245,HKWorkoutActivityTypeCycling,33.5407
